,JobTitle,Company,Location,PostDate,ExtractDate,Summary,Salary,JobUrl
848,Lead Full Stack Engineer,Quartzy,"Hayward, CA•Remote",30+ days ago,2021-09-09,"
luQuartzy is seeking a *Lead Full Stack Engineer (PHP) *to lead our Engineering Operations and Support team operating and maintaining our clean, modern…lu
",,https://www.indeed.com/company/Quartzy/jobs/Lead-Full-Stack-Engineer-d5631bdf53b85a42?fccid=80707df0572bc360&vjs=3
849,"Laravel, React, & WordPress Developer",Crowd Favorite,Remote,26 days ago,2021-09-09,"
luThe ideal candidate will have experience developing sustainable, scalable luPHPlu and JavaScript code for Laravel and WordPress, along with React interfaces and…lu
",,https://www.indeed.com/rc/clk?jk=28e17375ba53224b&fccid=221f0ac4c2c01912&vjs=3
850,DevOps Engineer,Brave Software Inc.,Remote,30+ days ago,2021-09-09,"
luBrave browser and Basic Attention Token (BAT) have been created by our CEO Brendan Eich (creator of JavaScript, co-founder of Mozilla) to provide a better web…lu
",,https://www.indeed.com/rc/clk?jk=6b57b26d4395345c&fccid=c1e8803caacbb1f7&vjs=3
851,Software Engineer II,Western Governors University,Remote,30+ days ago,2021-09-09,"
luResponsible for the research, design, development, analysis, testing, and implementation of software operating or application systems.lu
",,https://www.indeed.com/rc/clk?jk=4c7bd958c583b13c&fccid=6a2a37a1ed914f66&vjs=3
852,Senior Sales Engineer,LaunchDarkly,Remote,30+ days ago,2021-09-09,"
luAs a Solutions Engineer, you will educate and guide prospects on the proper implementation of LaunchDarkly's SaaS product and Private Instances.lu
",,https://www.indeed.com/rc/clk?jk=aa7421a0dde2e660&fccid=38096d3be8b39c07&vjs=3
853,Senior Software Engineer,Tech Dynamism,+1 locationRemote,30+ days ago,2021-09-09,"
luOur Software Engineers work in Agile teams - participating in all aspects of the software development lifecycle: architecture/design, implementation, unit…lu
",,https://www.indeed.com/company/Tech-Dynamism/jobs/Senior-Software-Engineer-f67a0259a60e7d94?fccid=5dff0f4af8106c6f&vjs=3
854,AWS SAP Innovation Engineer,"Amazon Web Services, Inc.",Remote,30+ days ago,2021-09-09,"
luBachelor’s degree in Computer Science, engineering, software engineering, or related field.lu
lu10+ years of experience in development and operations, or related IT…lu
","$122,300 a year",https://www.indeed.com/rc/clk?jk=06f62669662ae355&fccid=fe2d21eef233e94a&vjs=3
855,Cloud Application Software Engineer,Windstream Communications,Remote,30+ days ago,2021-09-09,"
luManage advanced technical support for Quick Base applications and data sets utilizing Quick Base development, Clover ETL, API integration, SQL, JavaScript, php…lu
",,https://www.indeed.com/rc/clk?jk=007fe897fe032878&fccid=60e96bab83ded6e7&vjs=3
856,"Sales Engineer (Remote Office - Seattle, WA)",Dynatrace,"Seattle, WA+2 locations•Remote",28 days ago,2021-09-09,"
luAs a Dynatrace Sales Engineer, you will be a key member of the Dynatrace sales engine and will be responsible for providing excellent technical support to the…lu
",,https://www.indeed.com/rc/clk?jk=a4cdd8c4319d1da1&fccid=f540b41324bdc0f3&vjs=3
857,Senior Network Security Analyst - Assurance Remediation (Vir...,Home Depot / THD,"Atlanta, GA 30301 (Buckhead area)•Remote",30+ days ago,2021-09-09,"
luThe Network Security Assurance Remediation Sr. Systems Engineer works closely with Compliance and Network Security teams to identify and remediate issues within…lu
",,https://www.indeed.com/rc/clk?jk=23e4bfaf4073a591&fccid=82e58e9861d48566&vjs=3
858,"Sr. Software Engineer, Web (React.js)",The Meet Group,Remote,30+ days ago,2021-09-09,"
luYou will work with existing developers to help maintain and improve the codebase and help to integrate new features around Live Video.lu
",,https://www.indeed.com/rc/clk?jk=1eef989f47ffc05b&fccid=f5c0e9bec09ae9c6&vjs=3
859,Remote Cyber Security Engineer (Penetration Tester),"Excentium, Inc.","Egg Harbor Township, NJ•Remote",30+ days ago,2021-09-09,"
luThe Penetration Tester should have at least 2 years of hands-on experience in performing external and internal penetration tests using industry-standard tools…lu
",,https://www.indeed.com/rc/clk?jk=a1903544e4845471&fccid=30341b5374a73496&vjs=3
860,Senior Full Stack Engineer,Postlight,"Lebanon, PA•Remote",30+ days ago,2021-09-09,"
luDeep knowledge of particular libraries and frameworks, e.g. React or Node.lu
luIdentify technical debt and risks in a project.lu
luAPI Design: GraphQL, JSON API.lu
",,https://www.indeed.com/rc/clk?jk=6f06717601f5a835&fccid=a5885b2c6848cebc&vjs=3
861,Software Engineering Manager - Product Infrastructure,Facebook,Remote,30+ days ago,2021-09-09,"
luMachine Learning Engineering Managers are clearly characterized by progressive technical experience and demonstrated progression in management responsibility.lu
",,https://www.indeed.com/rc/clk?jk=213de0bcdf614643&fccid=1639254ea84748b5&vjs=3
862,Technical Account Manager,Avalara,Remote,30+ days ago,2021-09-09,"
luThe Technical Account Manager is responsible for technical management and health maintenance for Enterprise customers.lu
luCritical thinking/analysis to include.lu
",,https://www.indeed.com/rc/clk?jk=4e5203284b6a8f77&fccid=ec30d82962c8b13b&vjs=3
863,Business Development / Marketing / Sales Manager (Website /...,Empirical Edge,"Marlton, NJ 08053•Remote",30+ days ago,2021-09-09,"
luFollow up with prospective customers and selling new features or services to current customers.lu
luPosition: Business Development / Marketing / Sales Manager …lu
",,https://www.indeed.com/rc/clk?jk=a12e36bb78d7bb34&fccid=0fd70a114991bce6&vjs=3
864,Software Engineering Manager - Machine Learning Infrastructu...,Facebook,Remote,30+ days ago,2021-09-09,"
luSoftware Engineering Managers are clearly characterized by progressive technical experience and demonstrated progression in management responsibility.lu
",,https://www.indeed.com/rc/clk?jk=8d469b9db99b6827&fccid=1639254ea84748b5&vjs=3
865,Sr Software Engineer,Intrado,+1 locationRemote,30+ days ago,2021-09-09,"
luLead the development of software solutions that translate into high-quality, maintainable, secure, and efficient code that follows established development…lu
",,https://www.indeed.com/rc/clk?jk=17f6dc192dadfeb0&fccid=9bc477da0d01ed51&vjs=3
866,Senior ServiceNow Solutions Consultant,Windward Consulting,Remote,9 days ago,2021-09-09,"
luThis role partners with the sales, solution consulting peers and the rest of our ServiceNow ecosystem to achieve customer success through thought leadership and…lu
",,https://www.indeed.com/rc/clk?jk=8c713eff856688cf&fccid=da950aa828627de9&vjs=3
867,"Full Stack, Senior Engineer - Remote/ Las Vegas / Dallas",Allegiant Travel Company,"Las Vegas, NV 89144 (Summerlin North area)•Remote",30+ days ago,2021-09-09,"
luThe #G4DEV team within Allegiant Travel Company is responsible the development of our next generation of applications to support our e-commerce, hospitality and…lu
",,https://www.indeed.com/rc/clk?jk=6693e5cbad8fa326&fccid=50c1c6368a08841a&vjs=3
868,#22-17 ASSOCIATE/NO PREFIX SYSTEMS PROGRAMMER,University of Wisconsin System,"Superior, WI•Remote",20 days ago,2021-09-09,"
luThis position will oversee the campus website including website content and design, user experience, project management and the web content management system.lu
",,https://www.indeed.com/rc/clk?jk=b235d879946cf47c&fccid=8c5aa2ae8175327f&vjs=3
869,Lead Cloud Architect (up to 100% Remote),General Dynamics Information Technology,"Washington, DC 20003 (Navy Yard area)•Remote",30+ days ago,2021-09-09,"
luPublic Trust: BI Full 6C (T4).lu
luGDIT is seeking a Lead Cloud Architect to support a complex federal contract that enables the delivery and maintenance of cloud…lu
",,https://www.indeed.com/rc/clk?jk=81abea0994303133&fccid=11caadcdc98800d4&vjs=3
870,Software Developer,Green Roads,"Deerfield Beach, FL•Remote",17 days ago,2021-09-09,"
luThe candidate will be a jack-of-all-trades and is expected to be able to help in all aspects of technology which is primarily cloud based.lu
",,https://www.indeed.com/rc/clk?jk=bd3f34cb781c3be3&fccid=6fb681a43a198cec&vjs=3
871,Solution Engineer - Professional Services,Korbyt,Remote,23 days ago,2021-09-09,"
luWhen a company can reach everyone, there is opportunity to capture attention and instill action through the delivery of relevant content, data and information.lu
",,https://www.indeed.com/rc/clk?jk=2bdc6c7e20b0ac5b&fccid=364b888ad13b0b8f&vjs=3
872,Web Developer 2,"Salient CRGT, Inc","Rockville, MD 20852•Remote",30+ days ago,2021-09-09,"
luMonitors, improves, and updates the performance of the client's websites and user interfaces.lu
luDesigns, develops, troubleshoots, debugs, configures, and…lu
",,https://www.indeed.com/rc/clk?jk=0952fb9298b43054&fccid=ba506dbcf2ffc973&vjs=3
873,Build Release Engineer - Remote,Connvertex Technologies Inc.,"San Francisco, CA•Remote",30+ days ago,2021-09-09,"
luExperience in a cloud focused environment with at least 5+ yrs.lu
luExperience responsible for build/management of a DevOps service.lu
",$65 to $70 an hour,https://www.indeed.com/rc/clk?jk=3fd3beecd0b15899&fccid=9054760f785524fd&vjs=3
874,Site Reliability Engineer,Kochava,"Spokane, WA•Remote",30+ days ago,2021-09-09,"
luThe applications and services that this team supports ingest billions of requests per day in a highly available, low-latency, and always-on environment…lu
",,https://www.indeed.com/rc/clk?jk=7331fe9a91f59268&fccid=5570e8fef528b267&vjs=3
875,SOFTWARE ARCHITECT & TECHNICAL LEADER,Authorify by SmartAgents,"Atlantic Beach, FL 32233 (Holly Oaks area)•Remote",30+ days ago,2021-09-09,"
luTranslate complex functional, technical, and business requirements into efficient and scalable architectural designs.lu
luNode-js, React and PHP.lu
",,https://www.indeed.com/rc/clk?jk=4503e135d1b7468f&fccid=70fc35b903b178b1&vjs=3
876,Salesforce Developer,World Travel Holdings Inc,Remote,30+ days ago,2021-09-09,"
luConduct training on Salesforce functionality, maintain end-user guides, release notes, and all support documentation, including tracking bugs, enhancements, and…lu
",,https://www.indeed.com/rc/clk?jk=6fc597f6c79071f8&fccid=53ab44ea09640dae&vjs=3
877,Senior ServiceNow Developer (Remote),ICF,"Washington, DC 20006 (Downtown area)+1 location•Remote",30+ days ago,2021-09-09,"
luWe help them identify high-value services as candidates for modernization and collaborate with product/process owners to refine the underlying business…lu
",,https://www.indeed.com/rc/clk?jk=cce8cfc331369fc1&fccid=e290923a98afee94&vjs=3
878,"Reality Capture Developer - Gainesville, VA",Davey Tree,"Gainesville, VA 20155•Remote",30+ days ago,2021-09-09,"
luEducation Level Required: High School Diploma / GED.lu
luWork Experience Required: 3 - 5 years.lu
luTravel Expectations: Up to 25%.lu
",,https://www.indeed.com/rc/clk?jk=6d7ce6a7bb3db2d5&fccid=90251452d5c64a7a&vjs=3
879,Integration Engineer (Remote) - Advanced Technology Group,Cognizant Technology Solutions,"Chicago, IL 60601 (Loop area)•Remote",16 days ago,2021-09-09,"
luThis role works closely with customers, internal functional managers, business system analysts, system architects and platform developers in creating robust,…lu
",,https://www.indeed.com/rc/clk?jk=aabf3a4e07d38e57&fccid=2df6a1e69a70a1e7&vjs=3
880,Lead Cloud Architect,CollabraLink Technologies,Remote,30+ days ago,2021-09-09,"
luHands-on Design experience for available, cost-efficient, fault-tolerant, and scalable distributed systems on AWS in Production environments.lu
",,https://www.indeed.com/rc/clk?jk=82a8730b81321570&fccid=90229b373557e9dc&vjs=3
881,Software Architect - Custom Solutions,Genesys,"Austin, TX•Temporarily Remote",30+ days ago,2021-09-09,"
luThis role is not building new features for all of Genesys Cloud.lu
luWe are looking for someone who can design and produce solutions on Genesys technology for our…lu
",,https://www.indeed.com/rc/clk?jk=d54fbf6ec3a4ff39&fccid=78ba8c9950e5297a&vjs=3
882,Software Dev Engineer II: 21-04343,Akraya Inc.,"Dulles, VA 20166•Temporarily Remote",30+ days ago,2021-09-09,"
lu5 years experience in web development and Front End engineering.lu
luExperience with software engineering processes, tools, methods, test development.lu
",,https://www.indeed.com/rc/clk?jk=841b8fffb56c41ef&fccid=474b9602e1305593&vjs=3
883,AI/ML SR Full Stack Verification & Validation Engineer - CDH...,Mayo Clinic,"Rochester, MN 55901•Remote",30+ days ago,2021-09-09,"
luWe are building teams of talented data scientists, implementation analysts, UX staff and software engineers to develop and implement AI/ML models into…lu
",,https://www.indeed.com/rc/clk?jk=535037fba91a7360&fccid=26877094797beef3&vjs=3
884,SRE Manager,ON24,Remote,26 days ago,2021-09-09,"
luThis way, the SRE team can begin building features and functions that proactively monitor the health of new features, communicate observations to the rest of…lu
",,https://www.indeed.com/rc/clk?jk=caaf9a7320cf4b76&fccid=50b37748eafc3fa6&vjs=3
885,Senior QA Software Automation Engineer (REMOTE),ECS Federal LLC,Remote,30+ days ago,2021-09-09,"
luWe are seeking a Senior QA Software Automation Engineer who works independently or under only general direction on complex problems which require competence in…lu
",,https://www.indeed.com/rc/clk?jk=28534530dbc8deca&fccid=09a8b9777f4354d2&vjs=3
886,Senior Renewable Energy Engineer/Data Scientist (Asset Perfo...,Underwriters Laboratories Inc.,"Albany, NY 12205•Remote",30+ days ago,2021-09-09,"
luUL is seeking a senior-level Renewable Energy Analyst / Data Scientist to join the Asset Performance and Turbine Suitability Group.lu
",,https://www.indeed.com/rc/clk?jk=276ffa3b5d21c18b&fccid=353853af3b99ac74&vjs=3
887,Infrastructure Engineering Manager (Remote),Sun Life Financial,"Wellesley Hills, MA 02481+1 location•Remote",30+ days ago,2021-09-09,"
luWe're looking for an Infrastructure Engineering Manager that can provide leadership, mentoring, skills development, and motivation to a highly talented team of…lu
",,https://www.indeed.com/rc/clk?jk=c73aa2f20f044721&fccid=618943d89d0005a6&vjs=3
888,"Drupal WEB DEVELOPER & ANALYST, FCH - DIGITAL COMMUNICATIONS",Froedtert,"Menomonee Falls, WI•Remote",20 days ago,2021-09-09,"
lu1.0 FTE is Full-Time, any position less than 1.0 FTE is Part-Time, and .001 FTE is Optional Part-Time*.lu
luPositions with an ""FTE"" (full time equivalency) of .8 -…lu
",,https://www.indeed.com/rc/clk?jk=799d9eb5a771b559&fccid=3cad680bb4cf78ee&vjs=3
889,Azure Systems Engineer,Applied Information Sciences,"Reston, VA 20191 (South Lakes Dr - Soapstone Dr area)•Remote",30+ days ago,2021-09-09,"
luCollaborate with members of the development team, customer stakeholders and project managers to deliver AKS solutions that surpass client expectations.lu
",,https://www.indeed.com/rc/clk?jk=84229b846d850a10&fccid=edbbf93fc5210a17&vjs=3
890,Infrastructure Engineering Manager (Remote),Sun Life Financial,"Wellesley Hills, MA 02481+1 location•Remote",30+ days ago,2021-09-09,"
luWe're looking for an Infrastructure Engineering Manager that can provide leadership, mentoring, skills development, and motivation to a highly talented team of…lu
",,https://www.indeed.com/rc/clk?jk=c73aa2f20f044721&fccid=618943d89d0005a6&vjs=3
